"dates";"avg";"tmin";"max";"Precipitation";"windSpeed";"pressure";"tsun";"city";"years";"months";"days"
"2021-05-01";33.4;27.5;40.0;2;"";1004.7;0;"Jalgaon";2021;5;1
"2021-06-01";30.8;26.7;36.4;43;"";1003.9;0;"Jalgaon";2021;6;1
"2021-07-01";28.8;25.5;33.3;168;"";1002.3;0;"Jalgaon";2021;7;1
"2021-08-01";27.5;24.4;31.4;157;"";1005.0;0;"Jalgaon";2021;8;1
"2021-09-01";26.6;24.0;30.8;371;"";1004.3;0;"Jalgaon";2021;9;1
"2021-10-01";25.6;21.1;32.0;70;"";1009.4;0;"Jalgaon";2021;10;1
"2021-11-01";25.0;19.3;31.6;12;"";1011.3;0;"Jalgaon";2021;11;1
"2021-12-01";21.6;15.8;28.2;31;"";1015.1;0;"Jalgaon";2021;12;1
"2022-01-01";20.6;14.3;27.6;2;"";1014.2;0;"Jalgaon";2022;1;1
"2022-02-01";23.9;14.8;32.4;0;"";1011.7;0;"Jalgaon";2022;2;1
"2022-03-01";30.1;21.2;38.4;2;"";1009.1;0;"Jalgaon";2022;3;1
"2022-04-01";34.6;26.4;42.9;0;"";1006.2;0;"Jalgaon";2022;4;1
"2022-06-01";31.5;26.4;38.0;119;"";1002.9;0;"Jalgaon";2022;6;1
"2022-07-01";26.5;24.2;30.2;545;"";1002.7;0;"Jalgaon";2022;7;1
"2022-08-01";26.7;24.0;31.0;230;"";1003.3;0;"Jalgaon";2022;8;1
"2022-09-01";26.5;23.7;31.4;240;"";1006.1;0;"Jalgaon";2022;9;1
"2022-10-01";25.5;20.8;32.3;92;"";1010.5;0;"Jalgaon";2022;10;1
"2022-11-01";23.5;16.5;31.5;0;"";1013.5;0;"Jalgaon";2022;11;1
"2022-12-01";23.4;17.6;30.7;17;"";1012.9;0;"Jalgaon";2022;12;1
"2023-01-01";21.2;14.3;28.9;3;"";1014.7;0;"Jalgaon";2023;1;1
"2023-02-01";23.5;14.0;34.1;0;"";1013.9;0;"Jalgaon";2023;2;1
"2023-03-01";26.9;19.9;34.8;20;"";1011.7;0;"Jalgaon";2023;3;1
"2023-04-01";30.9;24.1;38.7;18;"";1008.8;0;"Jalgaon";2023;4;1
"2023-05-01";33.6;26.7;40.8;2;"";1006.9;0;"Jalgaon";2023;5;1
"2023-06-01";32.3;27.5;38.4;105;"";1003.9;0;"Jalgaon";2023;6;1
"2023-07-01";27.2;24.8;31.1;413;"";1003.2;0;"Jalgaon";2023;7;1
"2023-08-01";27.0;23.8;31.1;82;"";1006.3;0;"Jalgaon";2023;8;1
"2023-09-01";27.1;24.1;31.5;233;"";1005.5;0;"Jalgaon";2023;9;1
"2023-10-01";26.8;20.9;34.1;0;"";1011.6;0;"Jalgaon";2023;10;1
"2023-11-01";25.1;19.5;31.9;58;"";1013.5;0;"Jalgaon";2023;11;1
"2023-12-01";22.2;17.3;29.0;1;"";1014.7;0;"Jalgaon";2023;12;1
"2024-01-01";22.4;16.3;29.7;1;"";1014.5;0;"Jalgaon";2024;1;1
"2024-02-01";25.4;18.3;33.1;0;"";1014.1;0;"Jalgaon";2024;2;1
"2024-03-01";28.8;21.2;37.0;0;"";1011.2;0;"Jalgaon";2024;3;1
"2024-04-01";33.5;26.3;41.1;8;"";1007.5;0;"Jalgaon";2024;4;1
"2024-05-01";35.4;28.8;42.6;1;"";1003.7;0;"Jalgaon";2024;5;1
"2024-06-01";31.1;26.9;37.2;193;"";1002.8;0;"Jalgaon";2024;6;1
"2024-07-01";27.2;25.0;30.8;572;"";1000.7;0;"Jalgaon";2024;7;1
"2024-10-01";26.9;22.7;32.9;91;"";1009.6;0;"Jalgaon";2024;10;1
"2024-11-01";23.3;17.4;30.8;0;"";1013.3;0;"Jalgaon";2024;11;1
"2025-01-01";21.0;15.3;29.0;0;"";1013.8;0;"Jalgaon";2025;1;1
"2025-02-01";23.9;17.2;32.3;0;"";1013.4;0;"Jalgaon";2025;2;1
"2025-04-01";33.3;25.6;41.3;0;"";1006.6;0;"Jalgaon";2025;4;1
"2025-05-01";30.9;26.3;36.9;34;"";1004.1;0;"Jalgaon";2025;5;1
"2025-06-01";29.6;25.9;34.7;224;"";1002.2;0;"Jalgaon";2025;6;1
"2025-07-01";27.1;24.6;31.0;165;"";1002.3;0;"Jalgaon";2025;7;1
"2025-08-01";26.8;24.2;30.7;215;"";1004.6;0;"Jalgaon";2025;8;1
"2025-09-01";26.2;23.7;30.1;318;"";1006.1;0;"Jalgaon";2025;9;1
"2025-10-01";26.0;21.9;31.2;87;"";1009.6;0;"Jalgaon";2025;10;1
"2025-11-01";22.7;17.0;29.5;12;"";1014.4;0;"Jalgaon";2025;11;1
"2025-12-01";20.3;13.8;28.7;0;"";1015.5;0;"Jalgaon";2025;12;1
"2021-02-01";24.1;17.7;31.3;5;"";1013.4;0;"Kolhapur";2021;2;1
"2021-03-01";27.7;21.1;35.8;0;"";1011.2;0;"Kolhapur";2021;3;1
"2021-04-01";29.1;21.5;36.1;58;"";1010.4;0;"Kolhapur";2021;4;1
"2021-05-01";28.7;23.1;33.3;154;"";1007.8;0;"Kolhapur";2021;5;1
"2021-06-01";26.3;22.0;28.8;296;"";1008.4;0;"Kolhapur";2021;6;1
"2021-07-01";25.4;21.8;27.4;649;"";1007.1;0;"Kolhapur";2021;7;1
"2021-08-01";25.6;21.6;27.8;82;"";1008.8;0;"Kolhapur";2021;8;1
"2021-09-01";25.3;21.5;27.7;141;"";1008.1;0;"Kolhapur";2021;9;1
"2021-10-01";26.4;20.6;31.6;90;"";1010.2;0;"Kolhapur";2021;10;1
"2021-11-01";25.2;20.3;29.9;80;"";1011.1;0;"Kolhapur";2021;11;1
"2021-12-01";22.6;16.9;28.7;108;"";1014.5;0;"Kolhapur";2021;12;1
"2022-01-01";21.1;15.1;28.6;1;"";1013.6;0;"Kolhapur";2022;1;1
"2022-02-01";23.9;17.0;32.4;0;"";1011.9;0;"Kolhapur";2022;2;1
"2022-03-01";27.4;21.0;35.4;12;"";1010.3;0;"Kolhapur";2022;3;1
"2022-04-01";29.7;22.3;36.3;52;"";1009.4;0;"Kolhapur";2022;4;1
"2022-06-01";26.9;22.4;30.8;125;"";1007.1;0;"Kolhapur";2022;6;1
"2022-07-01";24.7;21.6;26.7;380;"";1007.1;0;"Kolhapur";2022;7;1
"2022-08-01";25.3;21.6;27.3;298;"";1007.1;0;"Kolhapur";2022;8;1
"2022-09-01";25.4;21.3;28.6;209;"";1009.2;0;"Kolhapur";2022;9;1
"2022-10-01";25.0;19.6;29.6;273;"";1011.8;0;"Kolhapur";2022;10;1
"2022-11-01";23.8;18.4;30.4;3;"";1013.3;0;"Kolhapur";2022;11;1
"2022-12-01";23.5;17.7;30.5;5;"";1013.0;0;"Kolhapur";2022;12;1
"2023-01-01";22.4;16.0;30.1;0;"";1014.3;0;"Kolhapur";2023;1;1
"2023-02-01";25.2;18.0;33.1;0;"";1013.8;0;"Kolhapur";2023;2;1
"2023-03-01";25.6;18.9;33.4;1;"";1012.6;0;"Kolhapur";2023;3;1
"2023-04-01";28.2;21.4;35.8;9;"";1010.6;0;"Kolhapur";2023;4;1
"2023-05-01";28.6;22.4;35.4;47;"";1010.4;0;"Kolhapur";2023;5;1
"2023-06-01";27.8;23.4;32.2;63;"";1008.6;0;"Kolhapur";2023;6;1
"2023-07-01";24.7;21.9;26.1;438;"";1008.3;0;"Kolhapur";2023;7;1
"2023-08-01";25.9;21.8;28.2;58;"";1010.6;0;"Kolhapur";2023;8;1
"2023-09-01";26.0;21.9;28.4;109;"";1009.2;0;"Kolhapur";2023;9;1
"2023-10-01";26.1;20.9;31.8;21;"";1012.8;0;"Kolhapur";2023;10;1
"2023-11-01";24.8;19.9;30.4;16;"";1013.7;0;"Kolhapur";2023;11;1
"2023-12-01";23.1;18.0;29.1;6;"";1014.3;0;"Kolhapur";2023;12;1
"2024-01-01";23.1;17.1;30.2;8;"";1014.5;0;"Kolhapur";2024;1;1
"2024-02-01";25.4;18.6;33.3;0;"";1014.5;0;"Kolhapur";2024;2;1
"2024-03-01";27.7;21.3;35.9;0;"";1012.5;0;"Kolhapur";2024;3;1
"2024-04-01";30.8;24.1;38.0;23;"";1009.7;0;"Kolhapur";2024;4;1
"2024-05-01";29.4;23.2;35.6;28;"";1007.9;0;"Kolhapur";2024;5;1
"2024-06-01";26.7;22.8;29.9;119;"";1007.3;0;"Kolhapur";2024;6;1
"2024-07-01";24.7;22.0;26.3;609;"";1005.9;0;"Kolhapur";2024;7;1
"2024-10-01";26.3;21.3;30.3;239;"";1011.2;0;"Kolhapur";2024;10;1
"2024-11-01";23.7;18.0;29.6;6;"";1013.5;0;"Kolhapur";2024;11;1
"2025-01-01";22.9;16.7;30.2;0;"";1013.6;0;"Kolhapur";2025;1;1
"2025-02-01";25.2;18.2;33.3;0;"";1013.8;0;"Kolhapur";2025;2;1
"2025-04-01";28.6;21.5;36.8;32;"";1009.7;0;"Kolhapur";2025;4;1
"2025-05-01";26.8;22.1;31.6;241;"";1007.4;0;"Kolhapur";2025;5;1
"2025-06-01";25.8;22.4;28.1;334;"";1007.3;0;"Kolhapur";2025;6;1
"2025-07-01";24.7;22.1;26.3;214;"";1007.2;0;"Kolhapur";2025;7;1
"2025-08-01";24.0;21.5;26.2;183;"";1008.9;0;"Kolhapur";2025;8;1
"2025-09-01";23.0;20.9;26.7;189;"";1010.2;0;"Kolhapur";2025;9;1
"2025-10-01";23.9;20.5;29.4;138;"";1011.3;0;"Kolhapur";2025;10;1
"2025-11-01";22.3;16.9;28.8;6;"";1015.1;0;"Kolhapur";2025;11;1
"2025-12-01";20.9;14.6;28.1;0;"";1015.3;0;"Kolhapur";2025;12;1
"2021-02-01";23.5;16.7;30.8;2;"";1013.7;0;"Latur";2021;2;1
"2021-03-01";28.5;21.4;35.6;0;"";1011.1;0;"Latur";2021;3;1
"2021-04-01";30.5;24.1;37.2;5;"";1009.2;0;"Latur";2021;4;1
"2021-05-01";30.4;25.4;36.3;26;"";1006.4;0;"Latur";2021;5;1
"2021-06-01";26.8;23.2;31.7;82;"";1006.4;0;"Latur";2021;6;1
"2021-07-01";25.5;22.8;29.4;322;"";1004.9;0;"Latur";2021;7;1
"2021-08-01";25.3;22.3;28.9;162;"";1006.8;0;"Latur";2021;8;1
"2021-09-01";24.3;21.7;27.9;296;"";1006.5;0;"Latur";2021;9;1
"2021-10-01";24.1;19.7;29.3;97;"";1010.1;0;"Latur";2021;10;1
"2021-11-01";23.8;19.3;29.5;41;"";1011.6;0;"Latur";2021;11;1
"2021-12-01";22.5;16.6;28.7;1;"";1015.0;0;"Latur";2021;12;1
"2022-01-01";20.9;15.2;27.7;8;"";1014.0;0;"Latur";2022;1;1
"2022-02-01";24.5;17.6;31.5;0;"";1011.9;0;"Latur";2022;2;1
"2022-03-01";28.9;21.6;36.0;0;"";1009.7;0;"Latur";2022;3;1
"2022-04-01";32.2;25.7;39.1;1;"";1007.8;0;"Latur";2022;4;1
"2022-06-01";28.1;24.2;34.1;120;"";1004.5;0;"Latur";2022;6;1
"2022-07-01";24.2;22.1;27.9;345;"";1004.5;0;"Latur";2022;7;1
"2022-08-01";24.8;21.9;29.1;170;"";1004.9;0;"Latur";2022;8;1
"2022-09-01";24.4;21.4;28.7;210;"";1007.1;0;"Latur";2022;9;1
"2022-10-01";23.1;19.2;28.1;95;"";1010.8;0;"Latur";2022;10;1
"2022-11-01";22.2;16.0;28.7;0;"";1013.0;0;"Latur";2022;11;1
"2022-12-01";22.6;16.9;29.2;16;"";1012.8;0;"Latur";2022;12;1
"2023-01-01";22.4;15.9;29.7;0;"";1014.0;0;"Latur";2023;1;1
"2023-02-01";24.6;16.7;32.7;0;"";1013.3;0;"Latur";2023;2;1
"2023-03-01";26.4;19.6;33.7;9;"";1011.5;0;"Latur";2023;3;1
"2023-04-01";28.5;21.9;35.5;48;"";1009.4;0;"Latur";2023;4;1
"2023-05-01";29.8;24.1;36.6;19;"";1007.8;0;"Latur";2023;5;1
"2023-06-01";30.3;25.4;36.0;34;"";1005.1;0;"Latur";2023;6;1
"2023-07-01";25.3;22.7;29.3;337;"";1005.1;0;"Latur";2023;7;1
"2023-08-01";25.7;22.1;30.1;28;"";1007.6;0;"Latur";2023;8;1
"2023-09-01";25.2;22.2;29.6;156;"";1006.6;0;"Latur";2023;9;1
"2023-10-01";25.2;19.6;31.3;13;"";1011.9;0;"Latur";2023;10;1
"2023-11-01";24.5;19.3;30.4;40;"";1013.4;0;"Latur";2023;11;1
"2023-12-01";21.5;16.0;27.9;0;"";1014.3;0;"Latur";2023;12;1
"2024-01-01";23.4;17.4;30.0;0;"";1014.0;0;"Latur";2024;1;1
"2024-02-01";26.3;19.6;33.4;0;"";1013.7;0;"Latur";2024;2;1
"2024-03-01";29.7;23.0;36.7;0;"";1011.2;0;"Latur";2024;3;1
"2024-04-01";31.7;25.4;38.6;7;"";1008.2;0;"Latur";2024;4;1
"2024-05-01";31.7;25.7;39.0;45;"";1005.0;0;"Latur";2024;5;1
"2024-06-01";26.8;23.6;32.0;243;"";1004.9;0;"Latur";2024;6;1
"2024-07-01";24.8;22.8;28.4;369;"";1003.2;0;"Latur";2024;7;1
"2024-10-01";24.8;20.7;30.0;104;"";1010.2;0;"Latur";2024;10;1
"2024-11-01";22.5;16.9;28.4;2;"";1013.1;0;"Latur";2024;11;1
"2025-01-01";22.6;16.2;29.8;0;"";1013.4;0;"Latur";2025;1;1
"2025-02-01";26.4;19.5;33.6;0;"";1012.9;0;"Latur";2025;2;1
"2025-04-01";31.6;25.2;39.0;6;"";1007.6;0;"Latur";2025;4;1
"2025-05-01";29.3;24.5;35.6;227;"";1004.8;0;"Latur";2025;5;1
"2025-06-01";27.5;23.4;32.7;123;"";1004.2;0;"Latur";2025;6;1
"2025-07-01";25.6;22.9;29.7;206;"";1004.1;0;"Latur";2025;7;1
"2025-08-01";24.7;22.0;28.6;312;"";1006.2;0;"Latur";2025;8;1
"2025-09-01";24.3;21.5;28.3;320;"";1007.5;0;"Latur";2025;9;1
"2025-10-01";24.5;20.5;29.4;103;"";1010.4;0;"Latur";2025;10;1
"2025-11-01";21.8;15.9;28.2;12;"";1014.6;0;"Latur";2025;11;1
"2025-12-01";19.8;13.1;27.5;0;"";1015.4;0;"Latur";2025;12;1
"2021-02-01";23.4;16.4;30.8;1;"";1014.0;0;"Malegaon";2021;2;1
"2021-03-01";28.3;20.9;35.9;0;"";1011.1;0;"Malegaon";2021;3;1
"2021-04-01";31.4;24.2;38.5;0;"";1009.0;0;"Malegaon";2021;4;1
"2021-05-01";30.7;24.9;37.5;14;"";1005.9;0;"Malegaon";2021;5;1
"2021-06-01";28.1;24.4;33.7;71;"";1005.3;0;"Malegaon";2021;6;1
"2021-07-01";26.9;23.9;31.8;220;"";1003.7;0;"Malegaon";2021;7;1
"2021-08-01";25.8;22.7;30.1;151;"";1006.0;0;"Malegaon";2021;8;1
"2021-09-01";25.2;22.6;29.2;317;"";1005.2;0;"Malegaon";2021;9;1
"2021-10-01";24.5;19.8;29.9;77;"";1009.8;0;"Malegaon";2021;10;1
"2021-11-01";24.2;18.4;30.4;19;"";1011.3;0;"Malegaon";2021;11;1
"2021-12-01";20.4;15.3;26.4;70;"";1014.8;0;"Malegaon";2021;12;1
"2022-01-01";19.3;13.2;26.4;3;"";1014.0;0;"Malegaon";2022;1;1
"2022-02-01";23.0;15.0;31.2;0;"";1011.7;0;"Malegaon";2022;2;1
"2022-03-01";29.1;20.5;36.7;1;"";1009.8;0;"Malegaon";2022;3;1
"2022-04-01";33.1;25.2;40.8;0;"";1007.6;0;"Malegaon";2022;4;1
"2022-06-01";28.8;24.3;35.3;146;"";1004.4;0;"Malegaon";2022;6;1
"2022-07-01";25.4;23.2;28.9;432;"";1003.9;0;"Malegaon";2022;7;1
"2022-08-01";25.5;22.8;29.5;116;"";1004.3;0;"Malegaon";2022;8;1
"2022-09-01";24.9;22.1;29.3;247;"";1007.2;0;"Malegaon";2022;9;1
"2022-10-01";24.1;19.7;29.5;76;"";1011.4;0;"Malegaon";2022;10;1
"2022-11-01";23.0;16.8;29.7;0;"";1013.9;0;"Malegaon";2022;11;1
"2022-12-01";22.4;16.7;29.3;27;"";1013.5;0;"Malegaon";2022;12;1
"2023-01-01";20.5;14.1;28.1;1;"";1015.0;0;"Malegaon";2023;1;1
"2023-02-01";23.4;15.8;31.9;0;"";1014.2;0;"Malegaon";2023;2;1
"2023-03-01";25.6;18.7;33.1;8;"";1012.3;0;"Malegaon";2023;3;1
"2023-04-01";29.4;22.6;36.8;22;"";1009.6;0;"Malegaon";2023;4;1
"2023-05-01";31.4;24.6;38.7;1;"";1008.3;0;"Malegaon";2023;5;1
"2023-06-01";29.8;24.9;36.2;76;"";1005.4;0;"Malegaon";2023;6;1
"2023-07-01";26.0;23.9;29.9;236;"";1004.5;0;"Malegaon";2023;7;1
"2023-08-01";26.0;22.9;30.3;21;"";1007.5;0;"Malegaon";2023;8;1
"2023-09-01";25.9;22.8;30.4;193;"";1006.8;0;"Malegaon";2023;9;1
"2023-10-01";27.0;20.9;33.2;1;"";1012.5;0;"Malegaon";2023;10;1
"2023-11-01";25.0;19.6;31.3;51;"";1014.0;0;"Malegaon";2023;11;1
"2023-12-01";21.9;16.4;28.5;3;"";1015.0;0;"Malegaon";2023;12;1
"2024-01-01";21.5;15.2;28.8;6;"";1015.0;0;"Malegaon";2024;1;1
"2024-02-01";24.1;17.0;31.8;0;"";1014.8;0;"Malegaon";2024;2;1
"2024-03-01";27.9;20.3;36.1;0;"";1012.2;0;"Malegaon";2024;3;1
"2024-04-01";32.4;25.2;39.6;0;"";1008.5;0;"Malegaon";2024;4;1
"2024-05-01";33.1;26.3;40.6;11;"";1005.4;0;"Malegaon";2024;5;1
"2024-06-01";28.7;25.0;34.7;193;"";1004.3;0;"Malegaon";2024;6;1
"2024-07-01";26.3;24.2;29.9;396;"";1002.0;0;"Malegaon";2024;7;1
"2024-10-01";25.3;21.3;30.5;123;"";1010.5;0;"Malegaon";2024;10;1
"2024-11-01";23.1;17.4;29.8;0;"";1013.7;0;"Malegaon";2024;11;1
"2025-01-01";21.1;15.1;28.4;0;"";1014.2;0;"Malegaon";2025;1;1
"2025-02-01";24.0;17.2;32.0;0;"";1013.9;0;"Malegaon";2025;2;1
"2025-04-01";32.2;24.9;39.8;0;"";1007.7;0;"Malegaon";2025;4;1
"2025-05-01";29.2;24.6;35.8;83;"";1005.3;0;"Malegaon";2025;5;1
"2025-06-01";27.7;24.2;32.9;207;"";1003.6;0;"Malegaon";2025;6;1
"2025-07-01";26.0;23.5;29.8;130;"";1003.7;0;"Malegaon";2025;7;1
"2025-08-01";25.5;22.8;29.7;237;"";1005.9;0;"Malegaon";2025;8;1
"2025-09-01";24.8;22.0;29.0;350;"";1007.3;0;"Malegaon";2025;9;1
"2025-10-01";24.5;20.5;29.6;117;"";1010.4;0;"Malegaon";2025;10;1
"2025-11-01";21.4;15.8;28.0;8;"";1014.8;0;"Malegaon";2025;11;1
"2025-12-01";19.1;12.7;26.9;0;"";1015.8;0;"Malegaon";2025;12;1
"2020-01-01";24.9;19.2;29.9;0;"";1013.4;13800;"Mumbai";2020;1;1
"2020-02-01";27.3;21.0;32.6;0;"";1012.7;11220;"Mumbai";2020;2;1
"2020-03-01";27.7;22.6;31.9;0;"";1011.2;12900;"Mumbai";2020;3;1
"2020-04-01";30.2;26.4;33.9;0;"";1009.6;14220;"Mumbai";2020;4;1
"2020-05-01";31.1;28.6;34.0;0;"";1007.3;15960;"Mumbai";2020;5;1
"2020-06-01";29.2;26.0;32.3;525;"";1003.7;8340;"Mumbai";2020;6;1
"2020-07-01";28.1;25.4;30.5;1502;"";1003.2;4620;"Mumbai";2020;7;1
"2020-08-01";27.6;25.0;29.6;827;"";1003.3;2760;"Mumbai";2020;8;1
"2020-09-01";28.4;25.3;31.4;320;"";1005.6;7080;"Mumbai";2020;9;1
"2020-10-01";29.2;25.6;32.7;224;"";1007.3;7920;"Mumbai";2020;10;1
"2020-11-01";28.7;23.1;33.9;0;"";1011.8;12720;"Mumbai";2020;11;1
"2020-12-01";26.6;20.8;32.3;25;"";1012.0;11400;"Mumbai";2020;12;1
"2021-01-01";25.9;20.5;30.9;1;"";1011.1;11100;"Mumbai";2021;1;1
"2021-02-01";27.3;21.4;32.9;0;"";1012.1;11280;"Mumbai";2021;2;1
"2021-03-01";29.7;23.9;35.0;0;"";1010.0;13200;"Mumbai";2021;3;1
"2021-04-01";30.0;26.2;33.6;0;"";1009.1;13620;"Mumbai";2021;4;1
"2021-05-01";30.7;27.8;33.8;154;"";1005.5;12000;"Mumbai";2021;5;1
"2021-06-01";28.6;25.5;31.5;317;"";1005.3;6360;"Mumbai";2021;6;1
"2021-07-01";28.6;25.7;30.8;774;"";1003.8;4800;"Mumbai";2021;7;1
"2021-08-01";27.8;25.1;30.0;295;"";1006.3;5520;"Mumbai";2021;8;1
"2021-09-01";27.7;24.8;30.1;437;"";1005.1;5820;"Mumbai";2021;9;1
"2021-10-01";29.4;25.2;33.5;32;"";1008.6;13620;"Mumbai";2021;10;1
"2021-11-01";29.5;25.0;34.1;50;"";1009.2;12720;"Mumbai";2021;11;1
"2021-12-01";25.8;21.0;30.6;103;"";1013.3;10080;"Mumbai";2021;12;1
"2022-01-01";24.5;19.3;29.3;10;"";1012.9;11940;"Mumbai";2022;1;1
"2022-02-01";25.3;19.3;30.5;0;"";1011.3;14220;"Mumbai";2022;2;1
"2022-03-01";30.0;24.7;34.9;0;"";1008.9;9240;"Mumbai";2022;3;1
"2022-04-01";30.6;26.8;34.5;0;"";1008.0;12120;"Mumbai";2022;4;1
"2022-05-01";30.9;28.8;34.0;7;"";1005.7;13080;"Mumbai";2022;5;1
"2022-06-01";29.3;26.6;32.9;298;"";1004.4;7860;"Mumbai";2022;6;1
"2022-07-01";27.8;25.3;29.8;1185;"";1004.0;3060;"Mumbai";2022;7;1
"2022-08-01";27.7;25.1;30.3;551;"";1004.2;5160;"Mumbai";2022;8;1
"2022-09-01";27.5;24.7;30.2;528;"";1006.6;5700;"Mumbai";2022;9;1
"2022-10-01";28.4;24.5;32.4;166;"";1009.8;11700;"Mumbai";2022;10;1
"2022-11-01";27.9;21.9;33.6;0;"";1011.7;12180;"Mumbai";2022;11;1
"2022-12-01";27.3;21.8;32.5;6;"";1011.4;10680;"Mumbai";2022;12;1
"2023-01-01";24.4;18.7;29.5;0;"";1013.4;11520;"Mumbai";2023;1;1
"2023-02-01";28.1;20.6;34.2;0;"";1012.4;13980;"Mumbai";2023;2;1
"2023-03-01";28.9;23.6;33.5;21;"";1011.2;12120;"Mumbai";2023;3;1
"2023-04-01";30.0;25.8;33.8;15;"";1009.0;14220;"Mumbai";2023;4;1
"2023-05-01";30.8;28.3;33.6;1;"";1008.8;17220;"Mumbai";2023;5;1
"2023-06-01";30.4;27.8;33.7;561;"";1005.7;11460;"Mumbai";2023;6;1
"2023-07-01";27.8;25.3;29.4;1769;"";1004.7;1680;"Mumbai";2023;7;1
"2023-08-01";28.6;26.3;30.8;187;"";1007.9;7140;"Mumbai";2023;8;1
"2023-09-01";28.2;25.2;31.0;484;"";1006.6;6660;"Mumbai";2023;9;1
"2023-10-01";30.2;25.8;34.5;13;"";1011.0;10200;"Mumbai";2023;10;1
"2023-11-01";29.4;24.3;34.4;7;"";1011.7;11040;"Mumbai";2023;11;1
"2023-12-01";27.9;22.8;32.9;0;"";1012.3;10140;"Mumbai";2023;12;1
"2024-01-01";26.3;19.9;31.3;1;"";1013.2;12240;"Mumbai";2024;1;1
"2024-02-01";27.1;20.6;32.6;0;"";1013.5;14700;"Mumbai";2024;2;1
"2024-03-01";28.3;23.2;32.8;0;"";1011.9;14340;"Mumbai";2024;3;1
"2024-04-01";30.7;26.6;34.7;0;"";1008.2;14340;"Mumbai";2024;4;1
"2024-05-01";31.1;28.6;34.2;1;"";1005.9;0;"Mumbai";2024;5;1
"2024-06-01";29.7;27.2;33.2;351;"";1004.0;6780;"Mumbai";2024;6;1
"2024-07-01";27.5;25.3;29.8;1664;"";1002.1;1020;"Mumbai";2024;7;1
"2024-08-01";28.2;26.3;30.9;391;"";1005.7;5700;"Mumbai";2024;8;1
"2024-09-01";27.7;25.2;30.6;659;"";1006.5;8040;"Mumbai";2024;9;1
"2024-10-01";29.3;25.6;33.3;112;"";1008.8;11040;"Mumbai";2024;10;1
"2024-11-01";28.4;22.6;34.1;1;"";1011.2;10560;"Mumbai";2024;11;1
"2024-12-01";26.2;20.6;32.0;0;"";1011.7;8040;"Mumbai";2024;12;1
"2025-01-01";26.2;20.0;32.2;0;"";1011.9;11100;"Mumbai";2025;1;1
"2025-02-01";28.0;21.2;34.0;0;"";1012.2;13560;"Mumbai";2025;2;1
"2025-03-01";29.3;24.2;34.4;0;"";1010.0;13680;"Mumbai";2025;3;1
"2025-04-01";30.2;26.7;34.1;0;"";1008.2;13800;"Mumbai";2025;4;1
"2025-05-01";29.5;25.8;32.9;237;"";1005.0;10140;"Mumbai";2025;5;1
"2025-06-01";28.6;26.2;31.4;511;"";1003.6;5460;"Mumbai";2025;6;1
"2025-07-01";28.1;26.0;30.0;802;"";1003.5;2760;"Mumbai";2025;7;1
"2025-08-01";27.4;25.5;29.5;1098;"";1005.7;4500;"Mumbai";2025;8;1
"2025-09-01";27.0;25.4;29.0;481;"";1007.2;4020;"Mumbai";2025;9;1
"2025-10-01";29.1;26.3;32.8;170;"";1008.0;10800;"Mumbai";2025;10;1
"2025-11-01";27.8;24.3;32.0;9;"";1012.5;11880;"Mumbai";2025;11;1
"2025-12-01";27.0;22.8;32.1;0;"";1012.9;11700;"Mumbai";2025;12;1
"2020-01-01";19.9;12.7;27.0;66;"";1016.0;11460;"Nagpur";2020;1;1
"2020-02-01";22.0;14.0;30.0;12;"";1015.7;13860;"Nagpur";2020;2;1
"2020-03-01";26.7;18.7;34.8;29;"";1011.1;14160;"Nagpur";2020;3;1
"2020-04-01";31.1;22.1;40.2;12;"";1007.9;16740;"Nagpur";2020;4;1
"2020-05-01";34.3;25.3;43.3;23;"";1003.3;18900;"Nagpur";2020;5;1
"2020-06-01";29.3;24.1;34.6;279;"";1001.9;7680;"Nagpur";2020;6;1
"2020-07-01";28.7;24.1;33.2;376;"";1002.1;8520;"Nagpur";2020;7;1
"2020-08-01";26.9;23.6;30.1;440;"";1001.3;4200;"Nagpur";2020;8;1
"2020-09-01";28.9;24.1;33.7;214;"";1004.3;9240;"Nagpur";2020;9;1
"2020-10-01";28.0;22.3;33.7;93;"";1007.5;12060;"Nagpur";2020;10;1
"2020-11-01";23.9;16.1;31.6;11;"";1014.9;15420;"Nagpur";2020;11;1
"2020-12-01";21.8;13.7;29.9;1;"";1015.3;14160;"Nagpur";2020;12;1
"2021-01-01";22.7;15.3;30.2;3;"";1013.6;11760;"Nagpur";2021;1;1
"2021-02-01";23.3;14.4;32.2;3;"";1013.9;14100;"Nagpur";2021;2;1
"2021-03-01";27.9;19.2;36.7;33;"";1010.3;15900;"Nagpur";2021;3;1
"2021-04-01";31.3;22.4;40.2;2;"";1007.2;14700;"Nagpur";2021;4;1
"2021-05-01";32.9;25.8;40.0;48;"";1003.5;15360;"Nagpur";2021;5;1
"2021-06-01";29.8;24.5;35.1;198;"";1002.3;8280;"Nagpur";2021;6;1
"2021-07-01";28.4;24.6;32.2;420;"";1001.1;6840;"Nagpur";2021;7;1
"2021-08-01";28.1;24.1;32.0;191;"";1003.5;6660;"Nagpur";2021;8;1
"2021-09-01";27.6;23.9;31.3;356;"";1003.7;6420;"Nagpur";2021;9;1
"2021-10-01";27.0;20.9;33.1;6;"";1009.2;13320;"Nagpur";2021;10;1
